skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
YMH-T10-A3.5-34-RL6,EFC-P 塑鋼臼齒單顆 A3.5-34 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RL7,EFC-P 塑鋼臼齒單顆 A3.5-34 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RU4,EFC-P 塑鋼臼齒單顆 A3.5-34 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RU5,EFC-P 塑鋼臼齒單顆 A3.5-34 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RU6,EFC-P 塑鋼臼齒單顆 A3.5-34 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RU7,EFC-P 塑鋼臼齒單顆 A3.5-34 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-1,EFC-P 塑鋼臼齒單顆 A4-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T11-2,EFC-P 塑鋼臼齒單顆 A4-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T11-3,EFC-P 塑鋼臼齒單顆 A4-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LL4,EFC-P 塑鋼臼齒單顆 A4-32 左下4 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LL5,EFC-P 塑鋼臼齒單顆 A4-32 左下5 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LL6,EFC-P 塑鋼臼齒單顆 A4-32 左下6 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LL7,EFC-P 塑鋼臼齒單顆 A4-32 左下7 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LU4,EFC-P 塑鋼臼齒單顆 A4-32 左上4 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LU5,EFC-P 塑鋼臼齒單顆 A4-32 左上5 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LU6,EFC-P 塑鋼臼齒單顆 A4-32 左上6 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-LU7,EFC-P 塑鋼臼齒單顆 A4-32 左上7 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RL4,EFC-P 塑鋼臼齒單顆 A4-32 右下4 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RL5,EFC-P 塑鋼臼齒單顆 A4-32 右下5 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RL6,EFC-P 塑鋼臼齒單顆 A4-32 右下6 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RL7,EFC-P 塑鋼臼齒單顆 A4-32 右下7 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RU4,EFC-P 塑鋼臼齒單顆 A4-32 右上4 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RU5,EFC-P 塑鋼臼齒單顆 A4-32 右上5 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RU6,EFC-P 塑鋼臼齒單顆 A4-32 右上6 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T11-A4-32-RU7,EFC-P 塑鋼臼齒單顆 A4-32 右上7 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-1,SIM-P 新型塑鋼臼齒 A2-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T12-2,SIM-P 新型塑鋼臼齒 A2-30,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T12-3,SIM-P 新型塑鋼臼齒 A2-32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T12-A2-28L,SIM-P 新型塑鋼臼齒 A2-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-A2-28U,SIM-P 新型塑鋼臼齒 A2-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-A2-30L,SIM-P 新型塑鋼臼齒 A2-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-A2-30U,SIM-P 新型塑鋼臼齒 A2-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-A2-32L,SIM-P 新型塑鋼臼齒 A2-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T12-A2-32U,SIM-P 新型塑鋼臼齒 A2-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-1,SIM-P 新型塑鋼臼齒 A3-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T13-2,SIM-P 新型塑鋼臼齒 A3-30,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T13-3,SIM-P 新型塑鋼臼齒 A3-32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T13-A3-28L,SIM-P 新型塑鋼臼齒 A3-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-A3-28U,SIM-P 新型塑鋼臼齒 A3-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-A3-30L,SIM-P 新型塑鋼臼齒 A3-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-A3-30U,SIM-P 新型塑鋼臼齒 A3-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-A3-32L,SIM-P 新型塑鋼臼齒 A3-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T13-A3-32U,SIM-P 新型塑鋼臼齒 A3-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-1,SIM-P 新型塑鋼臼齒 A3.5-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T14-2,SIM-P 新型塑鋼臼齒 A3.5-30,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T14-3,SIM-P 新型塑鋼臼齒 A3.5-32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-28L,SIM-P 新型塑鋼臼齒 A3.5-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-28U,SIM-P 新型塑鋼臼齒 A3.5-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-30L,SIM-P 新型塑鋼臼齒 A3.5-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-30U,SIM-P 新型塑鋼臼齒 A3.5-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-32L,SIM-P 新型塑鋼臼齒 A3.5-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T14-A3.5-32U,SIM-P 新型塑鋼臼齒 A3.5-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-1,SIM-P 新型塑鋼臼齒 A4-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T15-2,SIM-P 新型塑鋼臼齒 A4-30,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T15-3,SIM-P 新型塑鋼臼齒 A4-32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T15-A4-28L,SIM-P 新型塑鋼臼齒 A4-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-A4-28U,SIM-P 新型塑鋼臼齒 A4-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-A4-30L,SIM-P 新型塑鋼臼齒 A4-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-A4-30U,SIM-P 新型塑鋼臼齒 A4-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-A4-32L,SIM-P 新型塑鋼臼齒 A4-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T15-A4-32U,SIM-P 新型塑鋼臼齒 A4-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-SIMP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T16-1,SIM-P 新型塑鋼臼齒單顆 A2-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T16-2,SIM-P 新型塑鋼臼齒單顆 A2-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T16-3,SIM-P 新型塑鋼臼齒單顆 A2-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T17-1,SIM-P 新型塑鋼臼齒單顆 A3-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T17-2,SIM-P 新型塑鋼臼齒單顆 A3-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T17-3,SIM-P 新型塑鋼臼齒單顆 A3-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T18-1,SIM-P 新型塑鋼臼齒單顆 A3.5-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T18-2,SIM-P 新型塑鋼臼齒單顆 A3.5-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T18-3,SIM-P 新型塑鋼臼齒單顆 A3.5-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T19-1,SIM-P 新型塑鋼臼齒單顆 A4-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T19-2,SIM-P 新型塑鋼臼齒單顆 A4-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T19-3,SIM-P 新型塑鋼臼齒單顆 A4-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T20-1,EFC-P 塑鋼臼齒單顆綜合 A2-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T20-2,EFC-P 塑鋼臼齒單顆綜合 A2-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T20-3,EFC-P 塑鋼臼齒單顆綜合 A2-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T20-4,EFC-P 塑鋼臼齒單顆綜合 A2-34 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T21-1,EFC-P 塑鋼臼齒單顆綜合 A3-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T21-2,EFC-P 塑鋼臼齒單顆綜合 A3-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T21-3,EFC-P 塑鋼臼齒單顆綜合 A3-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T21-4,EFC-P 塑鋼臼齒單顆綜合 A3-34 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T22-1,EFC-P 塑鋼臼齒單顆綜合 A3.5-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T22-2,EFC-P 塑鋼臼齒單顆綜合A3.5-30(16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T22-3,EFC-P 塑鋼臼齒單顆綜合A3.5-32(16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T22-4,EFC-P 塑鋼臼齒單顆綜合A3.5-34(16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T23-1,EFC-P 塑鋼臼齒單顆綜合 A4-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T23-2,EFC-P 塑鋼臼齒單顆綜合 A4-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T23-3,EFC-P 塑鋼臼齒單顆綜合 A4-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T24-1,SIM-P 新型塑鋼臼齒單顆綜合 A2-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T25-1,SIM-P 新型塑鋼臼齒單顆綜合 A3-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T25-2,SIM-P 新型塑鋼臼齒單顆綜合 A3-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T25-3,SIM-P 新型塑鋼臼齒單顆綜合 A3-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T26-1,SIM-P 新型塑鋼臼齒單顆綜合 A3.5-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T27-56,FX 半塑鋼前齒-56,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T27-A1,FX 半塑鋼前齒-A1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T27-A1-T5,FX 半塑鋼前齒-A1-T5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2,FX 半塑鋼前齒-A2,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T27-A2-C4,FX 半塑鋼前齒-A2 C4,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-C5,FX 半塑鋼前齒-A2 C5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-C6,FX 半塑鋼前齒-A2 C6,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-C7,FX 半塑鋼前齒-A2 C7,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LA4,FX 半塑鋼前齒-A2 LA4,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LA45,FX 半塑鋼前齒-A2 LA5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LA6,FX 半塑鋼前齒-A2 LA6,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LA7,FX 半塑鋼前齒-A2 LA7,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LB4,FX 半塑鋼前齒-A2 LB4,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LB5,FX 半塑鋼前齒-A2 LB5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LB6,FX 半塑鋼前齒-A2 LB6,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-LB7,FX 半塑鋼前齒-A2 LB7,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-S4,FX 半塑鋼前齒-A2 S4,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-S5,FX 半塑鋼前齒-A2 S5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-S6,FX 半塑鋼前齒-A2 S6,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-S7,FX 半塑鋼前齒-A2 S7,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-SS4,FX 半塑鋼前齒-A2 SS4,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-SS5,FX 半塑鋼前齒-A2 SS5,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-SS6,FX 半塑鋼前齒-A2 SS6,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T27-A2-SS7,FX 半塑鋼前齒-A2 SS7,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-FX,exact_unique,false,,材料,材料,塑鋼牙
