skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
YMH-T09-A3-30-LL5,EFC-P 塑鋼臼齒單顆 A3-30 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LL6,EFC-P 塑鋼臼齒單顆 A3-30 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LL7,EFC-P 塑鋼臼齒單顆 A3-30 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LU4,EFC-P 塑鋼臼齒單顆 A3-30 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LU5,EFC-P 塑鋼臼齒單顆 A3-30 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LU6,EFC-P 塑鋼臼齒單顆 A3-30 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-LU7,EFC-P 塑鋼臼齒單顆 A3-30 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RL4,EFC-P 塑鋼臼齒單顆 A3-30 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RL5,EFC-P 塑鋼臼齒單顆 A3-30 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RL6,EFC-P 塑鋼臼齒單顆 A3-30 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RL7,EFC-P 塑鋼臼齒單顆 A3-30 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RU4,EFC-P 塑鋼臼齒單顆 A3-30 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RU5,EFC-P 塑鋼臼齒單顆 A3-30 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RU6,EFC-P 塑鋼臼齒單顆 A3-30 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-30-RU7,EFC-P 塑鋼臼齒單顆 A3-30 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LL4,EFC-P 塑鋼臼齒單顆 A3-32 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LL5,EFC-P 塑鋼臼齒單顆 A3-32 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LL6,EFC-P 塑鋼臼齒單顆 A3-32 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LL7,EFC-P 塑鋼臼齒單顆 A3-32 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LU4,EFC-P 塑鋼臼齒單顆 A3-32 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LU5,EFC-P 塑鋼臼齒單顆 A3-32 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LU6,EFC-P 塑鋼臼齒單顆 A3-32 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-LU7,EFC-P 塑鋼臼齒單顆 A3-32 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RL4,EFC-P 塑鋼臼齒單顆 A3-32 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RL5,EFC-P 塑鋼臼齒單顆 A3-32 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RL6,EFC-P 塑鋼臼齒單顆 A3-32 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RL7,EFC-P 塑鋼臼齒單顆 A3-32 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RU4,EFC-P 塑鋼臼齒單顆 A3-32 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RU5,EFC-P 塑鋼臼齒單顆 A3-32 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RU6,EFC-P 塑鋼臼齒單顆 A3-32 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-32-RU7,EFC-P 塑鋼臼齒單顆 A3-32 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LL4,EFC-P 塑鋼臼齒單顆 A3-34 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LL5,EFC-P 塑鋼臼齒單顆 A3-34 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LL6,EFC-P 塑鋼臼齒單顆 A3-34 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LL7,EFC-P 塑鋼臼齒單顆 A3-34 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LU4,EFC-P 塑鋼臼齒單顆 A3-34 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LU5,EFC-P 塑鋼臼齒單顆 A3-34 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LU6,EFC-P 塑鋼臼齒單顆 A3-34 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-LU7,EFC-P 塑鋼臼齒單顆 A3-34 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RL4,EFC-P 塑鋼臼齒單顆 A3-34 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RL5,EFC-P 塑鋼臼齒單顆 A3-34 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RL6,EFC-P 塑鋼臼齒單顆 A3-34 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RL7,EFC-P 塑鋼臼齒單顆 A3-34 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RU4,EFC-P 塑鋼臼齒單顆 A3-34 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RU5,EFC-P 塑鋼臼齒單顆 A3-34 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RU6,EFC-P 塑鋼臼齒單顆 A3-34 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T09-A3-34-RU7,EFC-P 塑鋼臼齒單顆 A3-34 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-1,EFC-P 塑鋼臼齒單顆 A3.5-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-2,EFC-P 塑鋼臼齒單顆 A3.5-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-3,EFC-P 塑鋼臼齒單顆 A3.5-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-4,EFC-P 塑鋼臼齒單顆 A3.5-34 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LL4,EFC-P 塑鋼臼齒單顆 A3.5-28 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LL5,EFC-P 塑鋼臼齒單顆 A3.5-28 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LL6,EFC-P 塑鋼臼齒單顆 A3.5-28 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LL7,EFC-P 塑鋼臼齒單顆 A3.5-28 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LU4,EFC-P 塑鋼臼齒單顆 A3.5-28 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LU5,EFC-P 塑鋼臼齒單顆 A3.5-28 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LU6,EFC-P 塑鋼臼齒單顆 A3.5-28 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-LU7,EFC-P 塑鋼臼齒單顆 A3.5-28 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RL4,EFC-P 塑鋼臼齒單顆 A3.5-28 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RL5,EFC-P 塑鋼臼齒單顆 A3.5-28 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RL6,EFC-P 塑鋼臼齒單顆 A3.5-28 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RL7,EFC-P 塑鋼臼齒單顆 A3.5-28 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RU4,EFC-P 塑鋼臼齒單顆 A3.5-28 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RU5,EFC-P 塑鋼臼齒單顆 A3.5-28 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RU6,EFC-P 塑鋼臼齒單顆 A3.5-28 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-28-RU7,EFC-P 塑鋼臼齒單顆 A3.5-28 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LL4,EFC-P 塑鋼臼齒單顆 A3.5-30 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LL5,EFC-P 塑鋼臼齒單顆 A3.5-30 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LL6,EFC-P 塑鋼臼齒單顆 A3.5-30 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LL7,EFC-P 塑鋼臼齒單顆 A3.5-30 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LU4,EFC-P 塑鋼臼齒單顆 A3.5-30 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LU5,EFC-P 塑鋼臼齒單顆 A3.5-30 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LU6,EFC-P 塑鋼臼齒單顆 A3.5-30 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-LU7,EFC-P 塑鋼臼齒單顆 A3.5-30 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RL4,EFC-P 塑鋼臼齒單顆 A3.5-30 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RL5,EFC-P 塑鋼臼齒單顆 A3.5-30 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RL6,EFC-P 塑鋼臼齒單顆 A3.5-30 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RL7,EFC-P 塑鋼臼齒單顆 A3.5-30 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RU4,EFC-P 塑鋼臼齒單顆 A3.5-30 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RU5,EFC-P 塑鋼臼齒單顆 A3.5-30 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RU6,EFC-P 塑鋼臼齒單顆 A3.5-30 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-30-RU7,EFC-P 塑鋼臼齒單顆 A3.5-30 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LL4,EFC-P 塑鋼臼齒單顆 A3.5-32 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LL5,EFC-P 塑鋼臼齒單顆 A3.5-32 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LL6,EFC-P 塑鋼臼齒單顆 A3.5-32 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LL7,EFC-P 塑鋼臼齒單顆 A3.5-32 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LU4,EFC-P 塑鋼臼齒單顆 A3.5-32 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LU5,EFC-P 塑鋼臼齒單顆 A3.5-32 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LU6,EFC-P 塑鋼臼齒單顆 A3.5-32 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-LU7,EFC-P 塑鋼臼齒單顆 A3.5-32 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RL4,EFC-P 塑鋼臼齒單顆 A3.5-32 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RL5,EFC-P 塑鋼臼齒單顆 A3.5-32 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RL6,EFC-P 塑鋼臼齒單顆 A3.5-32 右下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RL7,EFC-P 塑鋼臼齒單顆 A3.5-32 右下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RU4,EFC-P 塑鋼臼齒單顆 A3.5-32 右上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RU5,EFC-P 塑鋼臼齒單顆 A3.5-32 右上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RU6,EFC-P 塑鋼臼齒單顆 A3.5-32 右上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-32-RU7,EFC-P 塑鋼臼齒單顆 A3.5-32 右上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LL4,EFC-P 塑鋼臼齒單顆 A3.5-34 左下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LL5,EFC-P 塑鋼臼齒單顆 A3.5-34 左下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LL6,EFC-P 塑鋼臼齒單顆 A3.5-34 左下6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LL7,EFC-P 塑鋼臼齒單顆 A3.5-34 左下7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LU4,EFC-P 塑鋼臼齒單顆 A3.5-34 左上4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LU5,EFC-P 塑鋼臼齒單顆 A3.5-34 左上5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LU6,EFC-P 塑鋼臼齒單顆 A3.5-34 左上6  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-LU7,EFC-P 塑鋼臼齒單顆 A3.5-34 左上7  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RL4,EFC-P 塑鋼臼齒單顆 A3.5-34 右下4  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
YMH-T10-A3.5-34-RL5,EFC-P 塑鋼臼齒單顆 A3.5-34 右下5  (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-EFCP,exact_unique,false,,材料,材料,塑鋼牙
